org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_ccy_eu,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm
"Comcast Cable Communications Management, LLC",c05ad423961448279804c91d8b6875ed,True,127306,61106,30,0.0,0,61106.0,30,25-49,2036.8666666666666
CoreLogic,c0647d10acdf4fc69cec2c98c57760fb,True,108000,108000,60,0.0,0,108000.0,60,50-99,1800.0
THE NET-A-PORTER GROUP LIMITED,c0b71cac2ed5494a8d1a101ac09dc2af,True,11781,0,0,11781.0,5,11781.0,5,1-9,2356.2
SAP SE,c1008103efe14dfe999ed2031b2b5e84,True,900000,0,0,597600.0,664,597600.0,664,500+,900.0
Apparound,c1220ffb140e49f799908ed9d1f36d37,True,22146,0,0,4613.76,2,4613.76,2,1-9,2306.88
Vesta,c1d98716ef1f45149be8715c156df252,True,20517,16917,10,0.0,0,16917.0,10,10-24,1691.7
Paychex,c1df3fcb28094dc3a250f19cb3bce303,True,350446,254530,200,0.0,0,254530.0,200,100-249,1272.65
Score Media and Gaming Inc,c224828ebf034744ae03fdd33efab972,True,105528,20880,15,0.0,0,20880.0,15,10-24,1392.0
Demandware,c267acab382d4647b97f0a36e99e50fd,True,6746,6746,5,0.0,0,6746.0,5,1-9,1349.2
Transzap Inc,c2b53b1801ee432ba0fcf99f6a2ae385,True,29849,29849,15,0.0,0,29849.0,15,10-24,1989.9333333333334
VoucherCodes,c2ee4577b56c434eb038bb2a44ca9ff8,True,45728,0,0,19664.09,15,19664.09,15,10-24,1310.9393333333333
Estee Lauder,c42c68bd4ba64afebac090344221e74b,True,99317,96369,60,0.0,0,96369.0,60,50-99,1606.15
lbadmin,c42c8b577b6d47e6b4ab93da28623795,True,371549,344572,263,0.0,0,344572.0,263,250-499,1310.1596958174905
DigiB,c495abb8090640ee8e32b3fce62278aa,True,11250,0,0,11250.0,5,11250.0,5,1-9,2250.0
Clarivate,c4f176d93e0a4289aeeaff577cd85fb0,True,33449,33449,25,0.0,0,33449.0,25,25-49,1337.96
"Chan Zuckerberg Initiative, LLC",c4f75769dff841029addc28d45b371f4,True,10000,10000,5,0.0,0,10000.0,5,1-9,2000.0
ESC NIHB,c508f8c2c32d4a80825a418943c1218d,True,112167,112167,55,0.0,0,112167.0,55,50-99,2039.4
Walmart,c5131d94c01c49b9b1c3e7265c05a9ba,True,2089126,1662898,1320,0.0,0,1662898.0,1320,500+,1259.771212121212
Costco Travel,c5326f4aaabc4136ae014804a0db283a,True,65400,24000,10,0.0,0,24000.0,10,10-24,2400.0
CNP Assurances,c55ade77e18d42a7a1e11c3dd66474ab,True,10800,0,0,3600.0,2,3600.0,2,1-9,1800.0
AppKeeper,c5b5f547c814408c816d8ad095b49844,True,37020,0,0,2098.8,1,2098.8,1,1-9,2098.8
Walt Disney Studio Technology,c5cdfd2438ff4b2ba9ef8e6c56d8f6d6,True,22680,22680,10,0.0,0,22680.0,10,10-24,2268.0
Vizient,c6dc9f55a9aa4339946c031f64b921fc,True,50100,19800,10,0.0,0,19800.0,10,10-24,1980.0
Fabric,c72a468d80a54c098f3eca9e58744bd0,True,20880,20880,10,0.0,0,20880.0,10,10-24,2088.0
KP.ORG,c745ec6493324cb4ac1f1d3cd09230b3,True,265200,265200,130,0.0,0,265200.0,130,100-249,2040.0
Xcel_QA,c7969a273f7c46098947f601116f32a0,True,50920,20462,10,0.0,0,20462.0,10,10-24,2046.2
"IPC Systems, Inc.",c7a2b06d6a98449f9fc1ba63f841cb3a,True,120309,120309,75,0.0,0,120309.0,75,50-99,1604.12
World Fuel Services,c82eebd9033c4bf0a5021d5b1a9a723e,True,35880,17880,10,0.0,0,17880.0,10,10-24,1788.0
Build,c83dbd42016243bdb4c4721c4ae38a43,True,100771,85231,65,0.0,0,85231.0,65,50-99,1311.246153846154
OpenEdge,c8c547fb3a46461b9b8061fb3aa7114e,True,64200,45000,20,0.0,0,45000.0,20,10-24,2250.0
BeachBody,c98e7a6084744c92b6f0459147b0c16d,True,72600,55800,50,0.0,0,55800.0,50,50-99,1116.0
smoghe,ca17a53ff477451bba6ed5453c175ffd,True,15249,1800,2,0.0,0,1800.0,2,1-9,900.0
European Parliament,ca2c427ff48341c5887b1494c5ac29e1,True,45429,0,0,17213.94,10,17213.94,10,10-24,1721.3939999999998
Conversant Media,ca483970b94f4553b8e64bea8f7cb8f8,True,90000,20496,50,0.0,0,20496.0,50,50-99,409.92
HEIST,ca57baca2c2243468da033c42403bd39,True,36000,36000,15,0.0,0,36000.0,15,10-24,2400.0
DMED,cb3f66b35fc344d2bd984f18b89dac7e,True,249480,249480,125,0.0,0,249480.0,125,100-249,1995.84
Swiss Re Management Ltd,cb7bfcaac6454d018ad257d41367b9fb,True,13264,0,0,6631.86,4,6631.86,4,1-9,1657.965
Santander Group,cc35c7d358ec4985921af82ecb527947,True,66933,0,0,3623.95,4,3623.95,4,1-9,905.9875
Trimble,cc49d4de7dae41f9a0a90ade11f8be37,True,20040,10800,5,0.0,0,10800.0,5,1-9,2160.0
Pluralsight,ccb2ae1d49ee4422b0a935d9bbd8e3e8,True,14400,14400,10,0.0,0,14400.0,10,10-24,1440.0
Atmosphere,ccbd440a560c49dfb4feaed4a4c9b23c,True,177954,0,0,177954.36,100,177954.36,100,100-249,1779.5436
Amerisourcebergen,ccf784c9ee9b408aa487aee30fca5d17,True,64020,23280,10,0.0,0,23280.0,10,10-24,2328.0
TWDC Digital Media,cd3bd5d3cee14e1bac99d76e605e1996,False,13608,15876,6,0.0,0,15876.0,6,1-9,2646.0
Grainger,cd4aadfe3c594f50a886f1dc7919d0d0,False,121500,178500,75,0.0,0,178500.0,75,50-99,2380.0
Life & Retirement,ce3877bfb26a43afa8336b64fe6cbf6e,True,189525,132525,75,54150.0,38,186675.0,113,100-249,1651.9911504424779
CBRE Group Inc,ce5f00c80c6349d59d639fbc3296bee4,False,22920,57300,10,0.0,0,57300.0,10,10-24,5730.0
dell_sauce,cf4bfa2e3317424ea3475ef617d359ef,False,704448,705000,311,0.0,0,705000.0,311,250-499,2266.8810289389066
OnDeck,cf5a0a619b08400a9926c95b85975d5a,True,45850,38194,20,0.0,0,38194.0,20,10-24,1909.7
Charter,d027dbed067248829c0ed323b1278fb8,True,990360,441000,600,0.0,0,441000.0,600,500+,735.0
TripActions,d05ca9e4619140c99b0f53142e6e5ea9,True,25776,9600,4,0.0,0,9600.0,4,1-9,2400.0
Constellation Brands,d08866b8f10f40deb8acfaf074e046f3,True,7816,7816,4,0.0,0,7816.0,4,1-9,1954.0
"Comcast Cable Communications Management, LLC",d0cdb27f110441ecb25fad7bd91ebea7,True,32417,22817,13,0.0,0,22817.0,13,10-24,1755.1538461538462
iCIMS,d0f26d152b65418d99d8c5a9afbecc2e,False,12000,24000,5,0.0,0,24000.0,5,1-9,4800.0
Impact,d0fbb1d73a1740da8acc300e9bdb4f03,True,33504,31116,17,0.0,0,31116.0,17,10-24,1830.3529411764705
Priceline,d10c2800bfa347d28ab2076563a09cdd,True,91860,90900,55,0.0,0,90900.0,55,50-99,1652.7272727272727
Associated Bank,d28a012768124cb485ce55fd8840fd08,True,81704,22898,15,0.0,0,22898.0,15,10-24,1526.5333333333333
The Associated Press,d2a775e78c8440659f2fbed3bca20a72,True,21984,16704,10,0.0,0,16704.0,10,10-24,1670.4
Santander Consumer Bank GmbH,d2f39ab8ba834bddb23db42ee2c78366,True,37957,0,0,9716.96,5,9716.96,5,1-9,1943.3919999999998
Zaxby's,d2fc3979e7a04e5f9058bf35a48c420e,True,78480,20880,15,0.0,0,20880.0,15,10-24,1392.0
Stormshield,d35f41e34e844c48a85c4628466d5c22,True,4776,0,0,4776.0,2,4776.0,2,1-9,2388.0
Split,d361a142170b45d4b9c22e21d1336634,True,51900,23526,35,0.0,0,23526.0,35,25-49,672.1714285714286
Mercer Consulting Group,d3a1c896727b42598c4bd8ce2354513b,True,173999,74160,45,19800.0,10,93960.0,55,50-99,1708.3636363636363
Tableau Enterprise Applications,d469824414d14a1b95a8132fe2a15ebd,True,134904,134904,100,0.0,0,134904.0,100,100-249,1349.04
Qualcomm - Corporate,d4880b408b5b49059c7d8ca9af7bdc6a,True,24494,24494,24,0.0,0,24494.0,24,10-24,1020.5833333333334
Shape Security,d540605ddf9a4dc1a3f0f8d14369d648,True,24000,9600,4,0.0,0,9600.0,4,1-9,2400.0
Swisscard AECS,d57a4154827b4ac4997df6b6984b08c1,True,17738,0,0,8868.57,4,8868.57,4,1-9,2217.1425
CriteoRD,d60a74bb19db4161870c35bedd7b8604,True,204337,1986,0,167600.12,125,169586.12,125,100-249,1356.68896
Wipro MIB,d67f7ddc06aa4bca963326950c6b16b9,True,13440,0,0,13440.0,8,13440.0,8,1-9,1680.0
Affirm,d72cc02fbfb84ee39ecd84dee91e2424,True,99716,85471,80,0.0,0,85471.0,80,50-99,1068.3875
TaxAct,d77825c5a9264412b7ea430a125ecf88,True,254640,204000,106,0.0,0,204000.0,106,100-249,1924.5283018867924
NHS BSA,d7df0a0654b94ca2a5133cbae77dea49,True,33040,0,0,5303.99,6,5303.99,6,1-9,883.9983333333333
Bottomline,d92c1d5709be47ae935f2bae1408e1f8,True,20976,13248,6,0.0,0,13248.0,6,1-9,2208.0
Spectrum Reach/Kernel,d9704a809c5947cf803b52d978cd2ed0,True,6252,3800,3,0.0,0,3800.0,3,1-9,1266.6666666666667
CapitalOne,d9be7b14825d4f2ab5dea3d7e6586c28,False,96000,168096,40,0.0,0,168096.0,40,25-49,4202.4
EAX,da1cd680faec44eaa4980a901974b989,True,93600,93442,40,0.0,0,93442.0,40,25-49,2336.05
Prologis,da92136b906e47e09239fb8f8f77a674,True,40637,10740,5,0.0,0,10740.0,5,1-9,2148.0
GE Sauce Labs,daeb9ee480494d1e98d8aeb21447a4d3,False,20401,40801,10,0.0,0,40801.0,10,10-24,4080.1
Crealogix,daf4ca5fae9849dc98d8f224b269adf1,True,63589,0,0,25435.63,10,25435.63,10,10-24,2543.563
The New York Times Company,db105cdc2cdd4d31aaaf94f8e82d17bf,False,42840,85680,100,0.0,0,85680.0,100,100-249,856.8
Peddle,db9887d13c4c4e82948e456fdd2df24b,True,7200,7200,4,0.0,0,7200.0,4,1-9,1800.0
dcsecosystem,ddef3feeb6d84e808b73f88a60285c86,True,11478,0,0,1761.21,1,1761.21,1,1-9,1761.21
Siemens,de1e4425a78e4e2f84400eefb6b3e9cf,True,11429,0,0,11428.57,4,11428.57,4,1-9,2857.1425
iHerb,de28cf9f8a2b4fe0b979bde62e6c92a2,False,58240,58320,18,0.0,0,58320.0,18,10-24,3240.0
RCM,deb762964304463393d15c6e7112d9f4,True,102210,70762,70,0.0,0,70762.0,70,50-99,1010.8857142857142
THG,df05ea303cb745838de7f7c33e729a8f,True,12240,0,0,12240.0,6,12240.0,6,1-9,2040.0
Sophos,df2ef0d0114d4c04bd6fcdc61c15ea2f,True,24660,0,0,24660.0,15,24660.0,15,10-24,1644.0
Wonderbox Technologies,df4ae219443f40a2883e20ae9e9d0dfe,True,54000,54000,25,0.0,0,54000.0,25,25-49,2160.0
Mileway,df6d3d78aad840869dca2d610c26843c,True,6300,0,0,6300.0,3,6300.0,3,1-9,2100.0
Redfin,dfd1f12c32d84763b8327319face598b,True,147084,147084,100,0.0,0,147084.0,100,100-249,1470.84
WBA UK,e04050b38bbe4a499fffd11dcae9b1a3,True,152089,0,0,49690.31,29,49690.31,29,25-49,1713.4589655172413
ErsteDigital_George,e06ccc6b57254477b3d4bb3da1698679,True,171636,0,0,63420.03,50,63420.03,50,50-99,1268.4006
Brightinsight.com,e0a007ff9bb142af92eb4c3146d7c2e0,True,189997,56796,40,0.0,0,56796.0,40,25-49,1419.9
Hermes-Test-CCA,e0e101e0009e4928be58ee5331fe4d5a,True,38573,0,0,8937.6,4,8937.6,4,1-9,2234.4
BBVA_MX,e10156eb515b41c194d3e3b066c13b11,True,135840,481,0,105240.1,100,105721.1,100,100-249,1057.211
WienIT GmbH,e1bd7dae015d43b7ac65d580532c1563,True,24693,0,0,10328.35,6,10328.35,6,1-9,1721.3916666666667
Wynshop,e1c3c98ea9b249418713d4b0efe042aa,True,14400,0,0,4799.9,4,4799.9,4,1-9,1199.975
ukparliament2,e1cfd173273e4c88b748e941c3282ad4,True,28800,0,0,28800.0,17,28800.0,17,10-24,1694.1176470588234
OneTrust,e249ad4a4722412aa6b44cc2d79957ee,True,55968,31104,16,0.0,0,31104.0,16,10-24,1944.0
Coles,e306bc27282b45cbac75834d198a6b99,True,77814,44400,26,0.0,0,44400.0,26,25-49,1707.6923076923076
AAA-Clublabs,e3b2859d160f4bbabb221f78c784198e,True,241839,144000,79,0.0,0,144000.0,79,50-99,1822.7848101265822
GrandVision,e4785ed1a2c047f6aa4b9459ef760551,True,29857,0,0,21455.98,12,21455.98,12,10-24,1787.9983333333332
Starbucks Corporation,e492ec3d682844909d09e3b69879fc18,True,47760,47760,20,0.0,0,47760.0,20,10-24,2388.0
Maps,e4b8de0d231f4aec9f3adac5cab48541,True,67452,67452,50,0.0,0,67452.0,50,50-99,1349.04
LifeLock Inc,e50dbdb54e964d0ca14f9776a3afcd4f,True,150300,150300,75,0.0,0,150300.0,75,50-99,2004.0
Netskope,e55a974a4c7247c79d48205b37821094,True,33660,18240,22,0.0,0,18240.0,22,10-24,829.0909090909091
inditex,e57117fbfee54b2b8dc4116343d7768f,True,26136,0,0,9936.0,6,9936.0,6,1-9,1656.0
Stryker,e59431942d524d548683d9ab21269607,True,22249,15574,7,6674.52,3,22248.52,10,10-24,2224.852
SmartThings,e613b6b37020470bb335d9fa48cebda9,True,24000,24000,10,0.0,0,24000.0,10,10-24,2400.0
Intuit,e65728b698e34c32989352af0119b888,True,900000,900000,600,0.0,0,900000.0,600,500+,1500.0
Ebay,e69561c39e754d0b83fdea263a6a0ced,True,60352,33421,16,0.0,0,33421.0,16,10-24,2088.8125
Bose,e6ccfeceeff6489d8d573a0fa814d0fe,True,97183,1903,1,55199.76,29,57102.76,30,25-49,1903.4253333333334
Discover Financial Services,e763994b4c484a5b83cfcf497c5ab20c,True,702900,254400,400,0.0,0,254400.0,400,250-499,636.0
Crowe,e84f973bed43440d9c44c35c936e399f,True,96000,96000,50,0.0,0,96000.0,50,50-99,1920.0
Microsoft Stream,e8b2c92d6508457b8928e00823885fda,True,24000,16800,7,0.0,0,16800.0,7,1-9,2400.0
SICK AG,e90cfc7dc61b48d18938faef2ae77457,True,24300,0,0,24299.64,14,24299.64,14,10-24,1735.6885714285713
Prudential,e98b566df4e244e0a96b3a48c1651acb,True,201420,27000,15,9000.0,5,36000.0,20,10-24,1800.0
adept-poc,e98bb89bfdff433d8c07536b0deb4b4b,True,24000,24000,10,0.0,0,24000.0,10,10-24,2400.0
Nokia Deepfield Networks,e9dfdb87ad88411aa3fda398f655487b,True,24000,24000,10,0.0,0,24000.0,10,10-24,2400.0
Rakuten,ea05fbc5f2e8423d9ad8e1e1336fb5dc,True,13533,13533,8,0.0,0,13533.0,8,1-9,1691.625
Qualifacts Systems Inc.,ea0638d03ec54930b1dd295dc4a3a810,True,121992,37200,56,0.0,0,37200.0,56,50-99,664.2857142857143
Stamps.com,eb9bbf06e1a644739f7ffc577716fcf3,True,76200,59400,35,0.0,0,59400.0,35,25-49,1697.142857142857
Kingland,eba446ccadba44618ace9bc89afa0fe0,True,28704,14304,8,0.0,0,14304.0,8,1-9,1788.0
Twinspires,ebbd5a55514740c5873af908c002fcb4,True,79200,7200,3,0.0,0,7200.0,3,1-9,2400.0
De Beers,ec6367b3251a420f9561b076b90ae00c,True,29700,0,0,14700.0,7,14700.0,7,1-9,2100.0
ADP,ecb79435c84c415996152794fc3a3f5b,True,28800,28800,16,0.0,0,28800.0,16,10-24,1800.0
TranzactDigital,ecefe628bed14d0c85cedf15ed3c8f45,True,68405,44885,24,0.0,0,44885.0,24,10-24,1870.2083333333333
National Student Clearinghouse,ed8fcbd8ad6e41e68656247ebddbc179,True,28800,24000,10,0.0,0,24000.0,10,10-24,2400.0
Aunt Bertha,edebc9dae7df4e96a426195221f75b9f,True,17850,16800,8,0.0,0,16800.0,8,1-9,2100.0
Terminix,ee46c46063cc40e0a5b8ec48eee3c459,True,52579,10503,5,0.0,0,10503.0,5,1-9,2100.6
Papa John's,ee82df1ee7c949f699c373dced851ca1,True,65784,65755,32,0.0,0,65755.0,32,25-49,2054.84375
isasaucelabsadmin,ef39448e6de04737a7dba581fa209184,True,47520,23760,5,0.0,0,23760.0,5,1-9,4752.0
PwC Default Team,eff339df56cb4272855ed608275cc2cb,False,445500,558000,225,0.0,0,558000.0,225,100-249,2480.0
Discount Tire Co.,f0e8e4cd5c5a4cf2a757a9fddedd8eaf,True,20261,20261,10,0.0,0,20261.0,10,10-24,2026.1
EsteeLauderCompanies,f20b3c8afcae465d821cfb19cd020a09,True,69082,51082,35,0.0,0,51082.0,35,25-49,1459.4857142857143
Cox Automotive,f2b097711e144517a527098b0dd87348,True,90720,85938,60,0.0,0,85938.0,60,50-99,1432.3
Toyota Motor North America,f2d2fb264fc94b9dbc3da3c5af08dffc,True,69607,43200,30,0.0,0,43200.0,30,25-49,1440.0
SalesCloud - SalesforceIQ,f2d4345411e143e1adf7734e53567440,True,98480,98480,73,0.0,0,98480.0,73,50-99,1349.041095890411
Best Buy,f2e71bd044e84d5c96851560a8fe963d,True,522000,504000,240,0.0,0,504000.0,240,100-249,2100.0
Atlassian,f3a78361e97c4f3e999894b45a6544d0,True,55500,31500,15,0.0,0,31500.0,15,10-24,2100.0
Salesforce - TZ Ecosystems Teams,f4582b7c577a4280b63edb847a4fb2da,True,4047,4047,3,0.0,0,4047.0,3,1-9,1349.0
Zendesk,f4d8a0f6bd744dffbd99a5dbb9fbafdc,True,1219410,345096,800,0.0,0,345096.0,800,500+,431.37
Vodafone Ltd,f5e26c65de104517919fce52e78a40a1,True,11448,0,0,4103.91,4,4103.91,4,1-9,1025.9775
Flagstar,f5faf548a746498e8645a2ed30865c5b,True,27600,9600,5,0.0,0,9600.0,5,1-9,1920.0
Credit One Bank,f67666055e514b4d806aa42a3db4b767,True,100800,6300,49,0.0,0,6300.0,49,25-49,128.57142857142858
CGI Group,f7b630bf6d9c4a8a83508219b2df2df3,True,28416,28416,16,0.0,0,28416.0,16,10-24,1776.0
"Safelite Group, Inc.",f7c025cc58b442c3b875db14f8883ede,True,83430,83430,50,0.0,0,83430.0,50,50-99,1668.6
RBS,f7ef7515ab7742159911d4f4f7869a94,True,137376,0,0,119519.98999999999,82,119519.98999999999,82,50-99,1457.5608536585364
ReedGlobal,f7fc6497bfec4c5c8cdfdc2590609cfc,True,5664,0,0,5663.89,4,5663.89,4,1-9,1415.9725
McClatchy,f8ef4d52c29741b5909b058e5594db33,True,39012,39012,25,0.0,0,39012.0,25,25-49,1560.48
Amazon Chime,f92089fecc21453a97489ba30b6f3206,True,240600,175560,100,0.0,0,175560.0,100,100-249,1755.6
Navy Federal Credit Union,f97ecb76e27e43f1b42d89179f6fc938,True,22905,22905,15,0.0,0,22905.0,15,10-24,1527.0
Team Test Factory,f9ec116652c64a9193176f3b64d356e1,False,40385,0,0,42120.01,27,42120.01,27,25-49,1560.0003703703705
Gothaer Systems GmbH,fa246db4288047678d99b482f07a6221,True,15312,9060,5,0.0,1,9060.0,6,1-9,1510.0
"MGA Insurance Company, Inc.",face4f18b37249ffb7f7b39142484c4b,True,24000,24000,10,0.0,0,24000.0,10,10-24,2400.0
The Knights of Columbus,fb6045e6a671414e9784664a92703955,True,38069,17304,10,0.0,0,17304.0,10,10-24,1730.4
DisneyIAME,fb800ddcbe6c41759f1f4e5e4b9277f4,False,22680,27216,10,0.0,0,27216.0,10,10-24,2721.6
JUMBO Supermarkten B.V,fb84a4c481574ee190e2908ac9f9c61a,True,8891,0,0,6210.03,4,6210.03,4,1-9,1552.5075
C Hoare & co,fb868adc2f96411fa31e9f3f756d74d2,True,21204,0,0,7068.0,5,7068.0,5,1-9,1413.6
CSC Global,fbbdeb1342824d7faef406255987d978,True,82752,82752,50,0.0,0,82752.0,50,50-99,1655.04
Virgin Media,fbf157be21a24ceb87b793ac19886b31,True,27773,0,0,27772.8,20,27772.8,20,10-24,1388.6399999999999
LightspeedHQ,fc0b8b9a6ed445a5bf85fc7a5c4960f1,True,24480,20880,10,0.0,0,20880.0,10,10-24,2088.0
Nitro,fcd4367bfd7349ae93ed5b11057f4fdb,True,19104,0,0,19104.0,8,19104.0,8,1-9,2388.0
NavientAutomationUser,fcf5c33dc27549289ec80497bbe621eb,True,9000,9000,5,0.0,0,9000.0,5,1-9,1800.0
DoorDash,fd0216bc0172444994d7a7fd2aa2122b,True,208680,24000,10,0.0,0,24000.0,10,10-24,2400.0
mountainrudi,fd9f03eea02943aa96d8636755aeb279,True,54000,54000,50,0.0,0,54000.0,50,50-99,1080.0
Caterpillar,fda283ca4a074afd92c398ccf0bfd811,True,116687,18178,14,3635.28,2,21813.28,16,10-24,1363.33
Consumer Identity Services,fe871dee3f3943cfab94fbdbe71b88a2,True,211980,192780,85,0.0,0,192780.0,85,50-99,2268.0
Booz Allen,fe9822510bf64d1aaf2faad0656ecf8f,True,22990,22990,10,0.0,0,22990.0,10,10-24,2299.0
Tempus,fec2bcf0ce50434eb56a7648b2c6fca9,True,36000,36000,15,0.0,0,36000.0,15,10-24,2400.0
SVB,feeb59743b8a4dcab12e6735917936e3,True,11995,0,0,11995.2,6,11995.2,6,1-9,1999.2
Home Services,ff0282d3de90487588148c219408674c,True,15156,15156,12,0.0,0,15156.0,12,10-24,1263.0
"Hot Topic, Inc.",ff40e51fd2394a029abf9e856394c2a8,True,45000,45000,30,0.0,0,45000.0,30,25-49,1500.0
"Itron Networked Solutions, Inc.",ffb2c791abf64c6fb41f79434a484766,True,28800,28800,12,0.0,0,28800.0,12,10-24,2400.0
