,org_uuid,ccy_pc_perc,ccy_mac_perc,ccy_android_perc,vm_ccy
413,50b1d1b51eb44848ae072322cb0ce9d0,0.897462834,0.06239129,0.040145889,270
414,a8ba5c4b86644ff79ba31a2e02f67081,0.63419705,0.306905059,0.058897876,44
415,e763994b4c484a5b83cfcf497c5ab20c,0.048582907,0.648119293,0.303297797,400
416,c83dbd42016243bdb4c4721c4ae38a43,0.948735831,0.050057106,0.001207063,65
417,0ebaf5ac9ec549e0a3c05e0527bc57aa,0.332007383,0.481194136,0.186793564,280
418,0419d1cc1bfb45d3a3f70c62f0587b7a,0.746827787,0.247664304,0.005507908,50
419,1acf2055de4e493d8ff9fa3bc105bbcd,0.508151014,0.484125314,0.007723674,365
420,2a947e298f1d4ccab962e5133dbc4c67,0.942524115,0.056674167,0.000801719,400
421,d361a142170b45d4b9c22e21d1336634,0.162803895,0.697360798,0.139835316,35
422,6253b23d7cc44ae49108c1f3cbbc37a3,1,0,0,10
423,a524ba2759e44522b77853f49652b540,0.767295396,0.156435453,0.076269151,32
424,411d0faf06bc4529a510e5ace569dc20,0.68916307,0.294866934,0.015969993,20
425,8df062f33af847d7bd64122d21357ea2,0.903551278,0.095937678,0.000511044,30
426,a849fc706554494699dc1bc38a15a2ef,0.781415951,0.214390644,0.004193405,10
428,8102a00a42e0472cbb315deafe349cc5,0.245620284,0.74990353,0.004476186,35
431,e6ccfeceeff6489d8d573a0fa814d0fe,0.993214471,0.002784526,0.004001003,1
433,603b69a8657b48e797967bbff87e7e51,0.636557068,0.205296418,0.158146491,66
434,60377fcb05874673a69caf831db4c445,0.00718352,0.345649191,0.647167289,42
435,7c93fc604f0d4a12867132509d49b6fc,0.979277008,0.020120997,0.000601995,20
436,8a69bd8ded184e1b85bff0879e301db1,1,0,0,8
437,bee402a191bf4a8596d3b9a796d4e6f8,0.387520575,0.612479425,0,45
438,4a1a379819fa44ea8ab55bda8019b61f,0.954634922,0.045365078,0,40
439,932b9ab352e84d53bcca3145fecf1dc0,0.982036743,0.011446973,0.006516283,10
440,9b7918a7d2cd4268a5eea86c307d5212,0.455078904,0.537948733,0.006972363,4
441,49a5f593097a4667ad85846f56f9a4e3,0.964166689,0.035337957,0.000495354,8
442,754e668ef5a54391acaec799861683bd,0.034171114,0.007249022,0.958579864,5
443,14494817eb9e4394a51a771f086db2f6,1,0,0,18
444,d4d423e8a7b64be2ac359659c198e596,0.976842351,0.023157649,0,10
445,0c2c415182894a6bbdcc30bfebd01f9a,1,0,0,10
446,0590449acdfe4a61b9ff7fcd4b5a8559,0.999822938,0,0.000177062,5
447,7e288a2023bc455db5cc471cc1f36716,0.334241868,0.500712494,0.165045638,4
448,f0e8e4cd5c5a4cf2a757a9fddedd8eaf,0.884167286,0.080156839,0.035675875,10
449,ca483970b94f4553b8e64bea8f7cb8f8,0.517637797,0.474643617,0.007718584,50
451,18d1e06c65d14eba828f4d57232cbe2f,0.68464239,0.217345487,0.098012129,10
452,e0a007ff9bb142af92eb4c3146d7c2e0,0.763619213,0.235746145,0.000634641,40
456,52e5e04b25034ae6a52c06e114e4aa09,0.873439324,0.124644442,0.001916235,150
457,a42c43f08b284b9c8ab958c395a65515,0.921330082,0.078402795,0.000267123,27
461,97c8f05970dd445f950cae18040941ce,0.40097629,0.538324556,0.060699158,950
462,0a354d0843e146a39c692240ba3a31c9,0.902352512,0.095648149,0.001999339,50
463,23fa3c6446f044ae85d49a50eda8c3b2,0.976722713,0.022703964,0.000573323,1000
464,63692684cb34455796c64161bae00103,0.760367862,0.233893425,0.005738713,10
465,1392935393f64cef9422cc4eedc96b7c,0.990989472,0.007871124,0.001139404,125
466,fd9f03eea02943aa96d8636755aeb279,0.999996992,3.01E-06,0,50
467,32632b99137d46459faa021b6fbd96a7,0.851868161,0.142959469,0.00517237,20
468,6079e2c15d5c4a5b92397fec1827476c,0,0.921547273,0.078452727,10
471,1aec77ff8ffe4ebc905857dcd8f40a76,0.634305525,0.108210379,0.257484095,5
472,bd064e75dcfd498e9fb0d7d7c1546976,0.827601939,0.123523862,0.048874199,8
473,f0dacdf979f3493f95bf97ebe10e9e21,0.742449235,0.257550765,0,10
474,c1d98716ef1f45149be8715c156df252,0.367537515,0.617815319,0.014647166,10
476,7860ea8c7d6c43ca9aa5e25e2e9bfa68,0.153394713,0.064710353,0.781894934,10
477,d540605ddf9a4dc1a3f0f8d14369d648,0.615378219,0.370058919,0.014562862,4
478,27c96863117a49bebc21f97da6fb3381,0.162235139,0.577853897,0.259910965,5
480,7e91180b29694e30988e75c226481118,0,0.063398155,0.936601845,10
481,b3fdb7b899a04fd880e37136d8e3a1e6,0.303683591,0.584754239,0.111562167,35
484,0455ed9fe56741679d95b1db0d7cd3fc,0.019883465,0.9711327,0.008983835,10
487,ba3652c1755649c8a9c4ef96e16b0e2c,0.010319022,0.989680978,0,5
491,b6eb8e3c930c4b069342f61319aadbe9,0.194782061,0.62508162,0.180136319,7
492,1836a1ca271645769ef31fbb88896bf8,0.819496207,0.080189616,0.100314184,75
493,284d390e9cf7446591c43d5c3c3a6673,0.492605355,0.387022035,0.120372608,18
495,120b913f28dc4f94b92bb8a577470d76,0.911751403,0.050726288,0.037522312,39
496,45d3620b057246e984de80624d1cbbd0,0,1,0,2
498,17553d2e51e84586807e4167b35e4f1e,0.370667946,0.629332054,0,4
499,ee46c46063cc40e0a5b8ec48eee3c459,0,1,0,5
500,bbf586ec40e5469a99b22d46ab4a0821,0.994683751,0.005316249,0,3
501,d05ca9e4619140c99b0f53142e6e5ea9,0,0,1,4
506,dfd1f12c32d84763b8327319face598b,0.000206455,0.941644487,0.058149057,100
507,389c38e75deb48278a8c9ef384262067,0.925055194,0.057654669,0.017290137,35
508,f2d2fb264fc94b9dbc3da3c5af08dffc,0.573804242,0.379489675,0.046706117,30
509,2a7a7a419ae44da185f2f0aa928103a3,0.921421582,0.077757735,0.000820682,40
510,0786abc86d834cc29e79d0dc6f00f7f1,0.215422278,0.779806189,0.004771534,150
511,5dc38ee758294c99a3304d3969d93032,0,0.67108889,0.32891111,55
512,1a38b82bc97640c092c4c97bf7f4685e,0.735371453,0.20881453,0.055814017,15
513,8a6a62d6e9044c85b60418211262efdf,1,0,0,10
514,a7c9035cf30946e6ae542c589fa892d8,0.39147011,0.60852989,0,10
515,fe871dee3f3943cfab94fbdbe71b88a2,0.256226695,0.670569351,0.073203946,85
516,c2b53b1801ee432ba0fcf99f6a2ae385,0.976588492,0.022407024,0.001004484,15
517,5a738cee3f19436f866c46d6a97657b3,0.690428647,0.296245585,0.013325768,125
518,cf4bfa2e3317424ea3475ef617d359ef,0.475865759,0.33105278,0.193081457,311
519,5ac8254d7e694a46ad7d66d05f280498,0.917031459,0.046641723,0.036326818,10
520,f67666055e514b4d806aa42a3db4b767,0.794055702,0.12058709,0.085357208,49
528,738477b236cf46f48f092da946beabb6,0.544285013,0.325408722,0.130299852,1000
529,da1cd680faec44eaa4980a901974b989,0.924228109,0.034962174,0.040809717,25
530,848cac6b913e46e0a90f69c8d9256ea1,0.868441169,0.131327587,0.000231244,30
531,fd0216bc0172444994d7a7fd2aa2122b,0.109062602,0.069550903,0.821386496,10
532,d77825c5a9264412b7ea430a125ecf88,0.911992251,0.058045466,0.029962283,106
533,4b5648f178654b9a87426bbac6800975,0.989517776,0.00943287,0.001049354,90
534,5c2abd3646494f5782f94c6bf9d0bd12,0.477567739,0.522322598,0.000109662,10
535,82e4982d233f4d6cace94ae8c1f10511,0.999940723,5.93E-05,0,29
536,14552fa8adb14658b4253ae4572d3309,0.743085185,0.256914815,0,18
537,8519625cc1de4f73b859c25bc1263f54,0.000354526,0.999586736,5.87E-05,1
538,1beb9a48e1c247c69b071aa83e297999,0.143867606,0.610915289,0.245217105,60
539,96c4c3162c9144bb856519351694dd5f,0.127147097,0.525802626,0.347050274,10
540,4f76d7b142ee4c3a9fd76b1b954cbfd0,0.982563681,0.017436319,0,20
541,0243e340be9e4635ae45329b2a360c8d,0.744505942,0.234182083,0.021311975,10
542,b72eac22d020495bb9b58430db9d565d,0.351211106,0.648279088,0.000509806,3
543,2b1b03b9710c4252bf70d412e1eeb754,0.437488181,0.554847399,0.00766442,100
544,2500c24457d1406bab7347b1cedf4d37,0.625217914,0.374782086,0,50
546,95f1aaf6ec33454bac1e768ddadd6db0,0.998886306,0.001113694,0,2
547,b1cc50b72dc94c2b86e7fd9c916b11d6,0.847250807,0.147919166,0.004830026,5
548,da92136b906e47e09239fb8f8f77a674,0.013091154,0.959286981,0.027621864,5
549,1577ed6998214f5d86577cff465b5be6,0.304329254,0.397999177,0.297671569,10
550,923826ff5d164050a76d94ea4b3d13e8,1,0,0,25
552,e74c9ff1a52c426b95fff780c04131b4,0.873070164,0.115111055,0.01181878,50
553,c7969a273f7c46098947f601116f32a0,0.437646045,0.333912574,0.228441379,10
554,465324369c304b5aa1e0b85349e31104,0,0.999528824,0.000471176,2
555,be4e39c7558e464c84aa2f54a20dd4a1,0.555923427,0.403891417,0.040185156,15
556,ff40e51fd2394a029abf9e856394c2a8,0.007917488,0.98134385,0.010738662,30
559,ce3877bfb26a43afa8336b64fe6cbf6e,0.76232841,0.161962739,0.075708844,75
564,52f71057b0a7485b995c6808f517144f,0.06155265,0.93844735,0,25
565,cd4aadfe3c594f50a886f1dc7919d0d0,0.930428373,0.066555022,0.003016604,75
566,d9be7b14825d4f2ab5dea3d7e6586c28,0.22287605,0.745145771,0.031978179,30
567,75d034a6c18b4e9c9a605ea67326326b,0.006328906,0.030837299,0.962833794,4
568,bb0cd1195f5540a8a569209af6d4e1f8,0.999614205,0.000385795,0,10
569,d308abf0ee0e4ffc8fa0c29f8d38f2e3,0.979892442,0.00826257,0.011844988,15
571,3d13829739d546c89e0b5c4bfdfca71d,0.432680434,0.564814722,0.002504844,10
572,fc0b8b9a6ed445a5bf85fc7a5c4960f1,0.982685095,0.017314905,0,10
573,c8c547fb3a46461b9b8061fb3aa7114e,0.967521756,0.032478244,0,20
574,b16a916e29da4eeaaf53459217fb6233,0.256330118,0.346844097,0.396825784,10
576,69ec4b4550d448acbe4cbedb12cd63b4,0.979830569,0.002739526,0.017429905,10
577,d130a915fe4c4b57aa626dfb76c9c7c1,0.896600649,0.080376247,0.023023104,80
578,3e0e9115e77d4ffa9d47a325a8e5bfde,0.264230159,0.509209508,0.226560333,10
579,f030d0ccd5d347e9af7d7651d9b67944,0.656476023,0,0.343523977,10
580,a109314168dd4454b1ee7e9614c56c1f,0.586325312,0.213446338,0.200228351,10
581,92217e2b5371420688648152bfe85b2a,0.005113181,0.042361162,0.952525657,10
582,8d279d79eb72475dabaa547fa638911c,0.256463951,0.743536049,0,3
583,c72a468d80a54c098f3eca9e58744bd0,0.453512893,0.546487107,0,10
586,e8b2c92d6508457b8928e00823885fda,0.13434068,0.832386127,0.033273193,7
587,9c4bbbba05a34d13b105d23dac4515f5,0.726131776,0.221123615,0.05274461,5
588,8eda437fc72b4f3fa355615cca236304,1,0,0,4
589,296129f179d547c1a7ee2c4f35689cc4,0.996537718,0.002471672,0.00099061,10
590,be60fbb0d0604172941996bc87e9a0d0,0.931946807,0.068053193,0,10
593,db08141c31f34898a30df4b16d0f3efe,0.853673544,0.146326456,0,11
594,e37a62891b8b49889d69c7c1865c627c,0.033067729,0,0.966932271,5
596,50be401299774cd186c05076c280ea5c,0.017806935,0.598953452,0.383239613,5
598,077055e9e7e849ccae487808c5c595f7,0,1,0,10
600,6e628f9ca34d4d3a81fda1b9efb1075b,0.897176543,0.072382362,0.030441113,429
601,a125f222b9054eea9e612f2590085793,0.457704807,0.541123589,0.001171606,195
602,7363ad723e10457d9aa7fa3eb16dc1ea,0.668533587,0.229087244,0.102379149,40
603,528742b05edb4f76a58d7bdab18a7ff5,0.922839876,0.057639616,0.019520508,15
604,a7428ea9ee184d988c9dd9e2f3710d20,0.999393951,0.000606049,0,120
605,1f2b3af12e4a4ed29b2946d288f7973a,0.999822305,0.000159717,1.80E-05,850
606,4ce3cf905bd84accb7890c6cbab1d1a5,0.995284539,0.004274058,0.000441403,10
607,ef39448e6de04737a7dba581fa209184,0.22633212,0.270951252,0.502716626,5
608,6d3c474f5c294c3a980d189310050fdd,0.019750637,0.567081358,0.413168004,95
609,c4f176d93e0a4289aeeaff577cd85fb0,0.879814583,0.120163505,2.19E-05,25
610,4979172e0ab841b18f71ca84d87c96c4,0.993120471,0.003637723,0.003241806,250
611,bf54225b97dd441b8525164252466e5a,0.4635685,0.30884422,0.227587279,40
612,c745ec6493324cb4ac1f1d3cd09230b3,0.706979007,0.201039896,0.091981091,130
613,9b8b8f66a4084716890435b9cd14386d,0.334292216,0.574944137,0.090695428,82
614,bc445167596545258090a15ee818228f,0.000136069,0.999851947,1.20E-05,56
615,322617b74aef4d9f883a500ee5b575dd,0.0252223,0.489736888,0.48504081,400
616,d4880b408b5b49059c7d8ca9af7bdc6a,0.990345921,0.009290012,0.000364067,24
617,89f6c9c313ba4ed9b6a4e014c47d134f,0.999888054,0.000111946,0,10
618,e55a974a4c7247c79d48205b37821094,0.438647659,0.514821609,0.046530722,22
619,eb9bbf06e1a644739f7ffc577716fcf3,0.943415902,0.056581982,2.12E-06,35
620,94eda36007754668883aadd5800fd73f,0.006781845,0.303960091,0.689258064,10
621,848b54ca4bbf493ea95b63c5c7c3527e,0.608708784,0.251740674,0.139550542,80
622,651a2ce3c0914cd6b68b3314ed61bbc2,0.062674285,0.810153566,0.127172149,100
623,b297a56416384acbaff7b63515bbc077,0.424218463,0.372710461,0.203071062,10
624,a3ee9255071947cbb8f9e5a554c5e765,0,0.611975869,0.388024131,7
625,6fa21c1f57fe46c4a900b501d539073d,0.83185024,0.167955858,0.000193903,50
626,195c9ec044254698925ac1175eab6800,0.970892561,0.026189148,0.002918291,25
627,0ceb55ad64384c6f85dec96ccc66ead1,0.180037614,0.811944592,0.008017794,15
628,a41f4fe038c34a0c9daddf9684493a1d,1,0,0,10
633,0d93869c835048fabee14bf58c688cf3,0,1,0,9
637,75cc7040b607412a805c566b75d0a2d8,0.999801382,0.000198618,0,2
638,9cd56a14660f4051a0f974b27983aea2,0.021432319,0.714466946,0.264100734,10
639,962ac955c5d645c080ff019add2158c8,0.010441379,0.989558621,0,5
641,61452b672b4a4843a818ea127372f532,0.171242778,0.770674266,0.058082956,20
642,e69561c39e754d0b83fdea263a6a0ced,0.796588317,0.195894038,0.007517645,16
644,440ed3acbe16496c94aeaf1652a81e79,0.481988348,0.398698692,0.11931296,4
646,322d12ecd997444c967574444d9d5ec3,0.999962142,3.79E-05,0,30
648,eff339df56cb4272855ed608275cc2cb,0.979853825,0.016949654,0.00319652,225
649,db105cdc2cdd4d31aaaf94f8e82d17bf,0.064433898,0.743421702,0.192144397,100
650,3278b35f182b40e89812d4fa989487fb,0.378325782,0.373854207,0.246773951,15
651,59f7910731fe4e46a6ad423584320f2b,0.565531487,0.28000912,0.154459391,76
652,2be9ec8f8fb947d4999b0c4ad2cc4167,0.966423685,0.033219495,0.00035682,100
653,e50dbdb54e964d0ca14f9776a3afcd4f,0.28436207,0.715586645,5.13E-05,77
654,ccf784c9ee9b408aa487aee30fca5d17,0.975737596,0.021683786,0.002578618,10
655,1b90a4618bb9480bb81de63516080f06,1,0,0,20
656,d0cdb27f110441ecb25fad7bd91ebea7,0.975029557,0.024968835,1.61E-06,13
657,a7a61e08f9934442b39d97ceb9bc5dcf,0.2348531,0.350910168,0.414236734,150
658,04f80fa15a9a4a72b796d7c7198552dc,0.235859489,0.750385154,0.013755356,5
659,4afaa881435b49638a2f5a86eeaab888,0.412215762,0.411572489,0.17621172,10
660,579110f99556441c83ee2d974e4745d2,0.993898655,0.001162597,0.004938747,12
661,09737c75995c45a69dbad635b5987126,0.676052815,0.311513335,0.012433847,50
662,fec2bcf0ce50434eb56a7648b2c6fca9,0.647823176,0.352176824,0,15
663,025d370b60424a8f84449cbfb651be70,1,0,0,40
664,afb6f2b436874882b05bb89831acd98e,1,0,0,20
666,fda283ca4a074afd92c398ccf0bfd811,0.082131022,0.808462849,0.109406128,14
667,4185c966ba184d73835fdda57b37eda5,0.998424895,0.001575105,0,25
668,3ff4af0e89694325abc4f44f335de730,0.561154901,0.437807013,0.001038086,11
670,bc1e0083dfbb46ab96bce0aecddcda52,0.066704415,0.931541204,0.001754381,16
672,f20b3c8afcae465d821cfb19cd020a09,0.670505008,0.270252854,0.059242138,35
673,c5326f4aaabc4136ae014804a0db283a,0.001990485,0.42990281,0.568106704,10
674,3c61e6cc007a471381e1a399619716aa,0.142947842,0.07312062,0.783931538,10
675,ca17a53ff477451bba6ed5453c175ffd,0.919665071,0.080334929,0,2
676,a51ed066c2134021b3fb0e7ccad839e6,1,0,0,10
677,be2a2fafda9e4830ac69cd1730fca857,0.532493278,0.463716567,0.003790155,30
679,1f73f2a5c86b46d5a5b13ed6d9d3c3dc,0.429135567,0.570864433,0,2
680,4fbb068722624cc09d1eef6098431af2,0.605552685,0.392428783,0.002018532,25
681,5acebf127280496cadb6fca53bf5f253,0.16705649,0.373999934,0.458943576,6
683,c4f75769dff841029addc28d45b371f4,0.278310774,0.533932403,0.187756822,5
685,55a421f682f94a158dd1697efff215f2,0.078773176,0.921226824,0,8
687,f8bc2ee3b1474043812dddf73b15ae30,0.794454694,0.14209353,0.063451777,5
688,e59431942d524d548683d9ab21269607,0.991140523,0.008827795,3.17E-05,7
689,054f3371f0774b28b0b1e9ac22cbe060,1,0,0,10
691,22bc1f65ffad4be19fbf3f01c1069ff5,0.948499854,0.045209693,0.006290453,50
692,6addfd0bba764f42ade7d84e317097e9,0.861563328,0.135565607,0.002871064,25
695,064c3da137e141bebc85e710bf6c6980,1,0,0,2
696,3fa4177629ac43a6b4bc0148ad4a27f1,0.964732895,0.005946678,0.029320427,5
697,234474654a654bc38bb38c3994af46ad,0.087547472,0.642887311,0.269565217,5
699,ff0282d3de90487588148c219408674c,0.551176815,0.252925488,0.195897698,12
702,bc31e24f9ad54183abd2ac0a5970d59d,0.122017549,0.543749516,0.334232935,50
705,b547b6ca428c4b57b458f60b23f5133f,0.096396352,0.82830553,0.075298118,5
710,63b4805455584b4bb152369e0fe360b8,0.46973642,0.527570947,0.002692634,21
711,012428bab86b448e81f0f6d5023a94a3,0.136425962,0.679771286,0.183802751,190
712,3bf044288d5c4febba549cb7228e8822,0.084109678,0.831087223,0.084803104,1530
713,0bee6427dc56464eaf6dbe5ceed33a7c,0.534026527,0.465564442,0.00040903,10
714,1d2d12ec67fa4228bb175e287199678d,0.820800464,0.134153732,0.045045794,65
715,9a112f77ad7341df95b5fe85a4fe310b,0.694961757,0.082836023,0.222202218,58
716,5f1df2a0ffda4b2697b6f266c5d12d37,0.504163129,0.495364492,0.000468046,100
717,6f86d05dc90f48c6adb220a9a98d184c,0.996995141,0.002080355,0.000924505,10
718,2fa5142c26604385ab4cc0c2132d3f9b,0.912545965,0.083980349,0.003473686,50
719,be75878c8c2e46aca831f003cb5f75e5,0.825485857,0.174328955,0.000185188,69
720,b85549a6e3154141bb6a346aec215a2f,0.967279285,0.017053118,0.015667597,10
721,327633376a824f4ca724e1fe875b8d28,0.959645439,0.030915409,0.009439152,20
722,27d58ce440664296ab801c58b0843d71,0.903511616,0.091998434,0.004489956,150
723,31aea71bba55428da3c0da938313e9b0,0.897746659,0.018003721,0.08424962,30
724,3cef46c726e143a5907887fb479d7e49,0.992352783,0.007647217,0,45
725,020772bdda174bc895eaebf381ac3895,0.889945252,0.109703194,0,50
726,91ec1ca759234a2a8cd09c567e922918,0.806296415,0.193703585,0,8
727,580549316f8e4d0ea574b73af5b060b9,0,0.553851629,0.446148371,20
728,fbbdeb1342824d7faef406255987d978,0.999973165,2.68E-05,0,50
729,656e3a7d13d04d219bc36ef5b2839c4a,0.83547498,0.152522045,0.012002974,150
730,66f2102074f248c0b850970662fdf7c6,0.845867533,0.08942759,0.064704876,150
731,58854b1b172340d9a53aad87afacd4ee,0.996329217,0.003476713,0.00019407,60
732,45f797f9209d473c9ceb525578e711b7,0.889499509,0.102284151,0.00821634,25
733,52063e77facf4f8cb462f6c4092285c8,0.569809834,0.389372264,0.040817888,125
734,ce5f00c80c6349d59d639fbc3296bee4,0.981694174,0.005312623,0.012993203,10
735,740e7b409834424eb29f62999b33d12e,0.712375236,0.282268519,0.005356245,100
736,d72cc02fbfb84ee39ecd84dee91e2424,0.00037829,0.99962171,0,85
737,33169c24d11143859e2a115b40ec3bb1,0.999971239,2.88E-05,0,150
738,e84f973bed43440d9c44c35c936e399f,0.966293792,0.033618412,8.78E-05,50
739,e613b6b37020470bb335d9fa48cebda9,0.613827838,0.386172162,0,10
740,63f9732d7c784168acc5a22540d0199a,0.020170353,3.03E-05,0.97979935,5
741,8bf9128b2de747e19fe750a345bc2b09,0.999959141,4.09E-05,0,14
742,2e4d2d97dc02487ba2d39ddbfcf21f94,0.429274198,0.360209338,0.21051645,120
743,7170695093f640ebb374e2fceb07590e,0.172743432,0.825229376,0.002027192,8
744,ade2bf7a818e43b081200901a55b0b55,1,0,0,10
745,338f4d3fc10e45448be01529c2943400,0.299935257,0.43387476,0.266189983,6
746,a3f43eef6e4d406cb10ba0c4ef7b4864,0.942091925,0.056490669,0.001417407,15
747,1a005195ce9f4bdfaf3261f8cf38a890,0.607843253,0.392156747,0,60
748,50b1093eb19f44a1a834307bfe12353a,0.964058002,0.033797006,0.002144993,5
753,981c99cd63634b52a48e63a4667e3bc7,0.999923923,7.61E-05,0,8
754,8db9567476814af3ab1d89b4055045e1,0.364675228,0.589490513,0.045834249,2
755,75f05ef5439f40b1b8610c427989fcd5,0.530490905,0.468327834,0.00118126,8
757,ebbd5a55514740c5873af908c002fcb4,0.380084913,0.525770142,0.094144945,3
759,d08866b8f10f40deb8acfaf074e046f3,1,0,0,4
760,752dfd34487a4c27a22f35295f42147c,0.635673225,0.228238632,0.136088143,20
761,be914c61da844b23af7170ce61aca435,0.752754026,0.219515724,0.027730247,20
762,7aaf059ed3e64d4783a803d7a05643df,0.076824593,0.713833154,0.209342251,50
763,83c7de7e8f4946f795645f5c7651cbf8,0.984794784,0.01519681,8.41E-06,20
764,69d49a1d74bc4bd4b6e28785df803ad3,1,0,0,15
765,db9887d13c4c4e82948e456fdd2df24b,0.36630577,0.470899254,0.162794976,4
766,0869236fc47447d3a07c4f4f714f47df,0.995962835,0.003094358,0.000942806,10
767,846527f5461843509355db029f6dbc16,0.996165026,0.003834974,0,10
773,44a1b98e914f41f2bdee2ef888ae8f6f,0.299891455,0.334580043,0.365528446,15
774,6d974ef3cb184c39a67248921859644f,0.471776721,0.527596289,0.00062699,20
775,14cb5691a1e7469099bb55acdba2f29e,0.60026445,0.051206342,0.348529208,45
778,6f35dfb293974d198f0bef695c367fee,0.811116203,0.084610786,0.104273011,13
779,a3b170bf656a4cf9a8e58ec352f14f1c,0.833734803,0.143539572,0.022725625,35
781,7787526cdf6a48068191eead6be12a12,0.003009918,0.591331415,0.405658667,10
782,8e0d8263349344dcaecff76d5630f5c3,0.622105378,0.30452339,0.073371232,15
783,5aed063c1edb4792b881add23c81e5cc,0.934847009,0.056910561,0.00824243,2
784,9115963587c445e7a99a2cbadf8db582,0.149374759,0.683280461,0.167344781,5
785,f1b2cb727c13456c85426c767c57d233,0.419851835,0.580148165,0,25
786,22962c31c2554fe4a180cd52df1ea750,0,1,0,15
787,357219fd0e1c4ca696964c4355f2eab8,1,0,0,15
790,7890d09b31b34e9fa827f5e887e8d393,0.447932346,0.132080057,0.419987597,10
794,832409bbb4894f1384b759df77a6880b,0.760811583,0.215977647,0.02321077,10
795,4d97e71424774a4b81fae77abb9d2fec,0.00171124,0.658402326,0.339886434,25
796,78c58e16e5ad4089a797fa1179add560,0.994402199,0.005597801,0,40
799,04460817ba984c7f90e6a052a79b641b,0.945257767,0.054742233,0,16
802,888b44f03685482db5f4c31765f783d3,0.08703486,0.687344686,0.225620454,2
803,70d1e1dff0d049ea92722c0111f54ee3,0.998512575,0.000920509,0.000566917,6
804,3af39c2f5cc24ac689a41e1be03ac418,0.759670089,0.038600937,0.201728975,5
805,fa246db4288047678d99b482f07a6221,0.498377017,0.286382353,0.215240631,5
807,f9965ee6715f4c8cb9f829c5ea05b09f,0.376150309,0.60102642,0.022823271,9
809,b834fe21e85744dca39fe044a5229882,0.999581373,0.000418627,0,10
810,49b2266714fd41eca8b009c5d0844e03,0.894834081,0.096325577,0.008840343,10
813,277c1ac620da4a289625c190303403e8,0.0260308,0.9739692,0,8
814,96acdb44330c471691217398d89c2b6c,0,0,1,2